Year,Exporter,Exporter_ISO3,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_ISO3,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2018,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Colombia,COL,Latin America & Caribbean,Naval Vessels,Submarine,Offensive,416.0,24,Bilateral Defence Pact,No,16,6681,4.2,6.1,Yes,No,Medium,3.2,Stable,No,Medium
2018,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Naval Vessels,Corvette,Offensive,131.6,20,Offset Agreement,No,34,3529,4.0,6.2,Yes,Yes,Low,1.0,Declining,No,High
2009,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Sensors & Electronics,EW Suite,Defensive,65.3,24,Foreign Military Sales,No,45,15800,6.8,7.0,No,No,Low,4.0,Accelerating,No,Low
2008,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,30.3,16,Bilateral Defence Pact,No,6,7581,5.3,4.7,No,No,Low,1.6,Accelerating,No,Low
2006,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,83.6,117,Bilateral Defence Pact,No,46,4477,5.4,6.3,No,Yes,Medium,0.7,Accelerating,No,Medium
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Chile,CHL,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,196.3,45,Bilateral Defence Pact,No,42,14966,6.4,7.9,No,No,Medium,1.8,Stable,No,Low
2022,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Peru,PER,Latin America & Caribbean,Combat Aircraft,Fighter Jet,Offensive,880.1,18,Government-to-Government,No,34,6972,4.3,6.4,No,No,Medium,1.3,Stable,No,Low
2010,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,729.9,19,Offset Agreement,No,12,4533,5.2,6.4,No,Yes,Medium,0.8,Stable,No,Medium
2019,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,49.5,41,Bilateral Defence Pact,Yes,34,78498,8.9,9.7,No,No,High,1.5,Accelerating,No,Low
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,66.7,6,Direct Commercial Sale,No,44,7526,5.1,4.6,No,No,Low,1.7,Stable,No,Low
2008,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Iraq,IRQ,Middle East & North Africa,Naval Vessels,Frigate,Offensive,252.9,6,Foreign Military Sales,No,41,4921,2.1,3.3,Yes,Yes,High,3.7,Declining,No,High
2019,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,53.7,43,Foreign Military Sales,No,38,7466,5.3,4.6,No,No,Low,1.5,Stable,No,Low
2023,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,81.6,42,Bilateral Defence Pact,No,17,3329,4.1,6.0,Yes,Yes,Low,1.1,Stable,No,High
2022,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Naval Vessels,Corvette,Offensive,560.3,22,Foreign Military Sales,Yes,33,16684,6.8,7.0,No,No,Low,3.7,Stable,No,Low
2011,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Colombia,COL,Latin America & Caribbean,Combat Aircraft,Fighter Jet,Offensive,502.4,4,Direct Commercial Sale,Yes,9,6255,3.6,5.8,Yes,No,Medium,3.4,Stable,No,Medium
2013,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Armoured Vehicles,APC,Defensive,48.2,80,Foreign Military Sales,No,14,3755,4.3,6.2,Yes,Yes,Low,1.0,Stable,No,High
2016,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Missiles & Air Defence,Cruise Missile,Offensive,227.3,25,Foreign Military Sales,No,16,78764,8.6,10.0,No,No,High,1.9,Accelerating,No,Medium
2019,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,329.0,17,Government-to-Government,No,39,4347,5.5,6.2,No,Yes,Medium,0.6,Stable,No,Medium
2010,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Romania,ROU,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,386.9,11,Foreign Military Sales,No,29,13913,6.0,6.5,No,No,Low,2.1,Declining,No,Low
2023,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,61.1,10,Bilateral Defence Pact,No,15,4461,5.2,6.4,No,Yes,Medium,0.7,Stable,No,Medium
2015,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Romania,ROU,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,111.6,45,Foreign Military Sales,Yes,29,13568,5.9,6.3,No,No,Low,2.2,Stable,No,Low
2016,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,India,IND,South Asia,Naval Vessels,Corvette,Offensive,232.3,13,Direct Commercial Sale,No,14,2502,5.0,6.7,Yes,Yes,Low,2.6,Declining,No,Medium
2007,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,180.2,27,Foreign Military Sales,Yes,18,2362,4.6,6.4,Yes,Yes,Low,2.5,Stable,No,Medium
2013,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Iraq,IRQ,Middle East & North Africa,Naval Vessels,Frigate,Offensive,339.1,14,Multilateral Programme,No,47,4426,2.0,3.4,Yes,Yes,High,3.8,Accelerating,No,High
2005,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Iraq,IRQ,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,69.7,54,Foreign Military Sales,No,41,4334,2.1,3.6,Yes,Yes,High,3.3,Declining,No,High
2020,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Australia,AUS,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,64.7,43,Government-to-Government,No,33,55629,8.5,8.7,No,No,Medium,1.7,Accelerating,No,Medium
2007,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,49.3,93,Offset Agreement,No,6,3872,4.9,6.2,No,Yes,Medium,0.6,Declining,No,Low
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Naval Vessels,Corvette,Offensive,191.6,21,Bilateral Defence Pact,Yes,14,16556,7.2,6.9,No,No,Low,3.9,Stable,No,Low
2019,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,158.2,22,Direct Commercial Sale,Yes,39,16298,7.1,6.9,No,No,Low,3.8,Accelerating,No,Medium
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,776.8,8,Multilateral Programme,Yes,28,17552,7.3,6.9,No,No,Low,4.0,Declining,No,Low
2024,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Naval Vessels,Frigate,Offensive,621.2,18,Offset Agreement,Yes,39,16300,7.0,7.1,No,No,Low,3.9,Accelerating,No,Low
2006,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,220.8,56,Government-to-Government,Yes,26,4398,4.9,6.4,No,Yes,Medium,0.7,Accelerating,No,Low
2018,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Artillery & Ammunition,Guided Munitions,Offensive,29.0,63,Government-to-Government,No,45,73206,8.6,9.7,No,No,High,1.8,Stable,No,Low
2008,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Helicopters,Naval Helicopter,Defensive,100.9,20,Government-to-Government,Yes,18,74720,8.8,9.9,No,No,High,1.7,Declining,No,Low
2024,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,77.0,42,Direct Commercial Sale,No,41,4263,5.4,6.4,No,Yes,Medium,0.9,Declining,No,Low
2005,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Naval Vessels,Corvette,Offensive,68.2,20,Foreign Military Sales,No,21,18323,6.9,6.9,No,No,Low,4.1,Accelerating,No,Medium
2016,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,76.7,9,Foreign Military Sales,No,8,17958,7.0,7.0,No,No,Low,3.8,Declining,No,Low
2008,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,108.6,20,Government-to-Government,Yes,25,73493,9.0,9.9,No,No,High,1.9,Stable,No,Low
2011,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,667.9,15,Foreign Military Sales,No,18,3955,5.1,6.2,No,Yes,Medium,0.9,Accelerating,No,Medium
2008,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Australia,AUS,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,266.8,11,Foreign Military Sales,Yes,20,53820,8.4,8.8,No,No,Medium,2.3,Accelerating,No,Medium
2016,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,103.2,2,Foreign Military Sales,No,10,3475,3.9,6.1,Yes,Yes,Low,1.2,Stable,No,High
2015,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Armoured Vehicles,APC,Defensive,225.0,57,Direct Commercial Sale,Yes,47,17117,6.9,7.1,No,No,Low,3.6,Stable,No,Low
2016,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Egypt,EGY,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,90.5,39,Direct Commercial Sale,No,31,3394,3.9,2.9,Yes,No,Low,1.3,Stable,No,High
2012,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,834.8,4,Government-to-Government,Yes,8,74553,9.0,9.9,No,No,High,1.5,Stable,No,Low
2007,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Indonesia,IDN,East Asia & Pacific,Helicopters,Transport Helicopter,Defensive,293.0,13,Bilateral Defence Pact,Yes,44,3993,5.5,6.3,No,Yes,Medium,0.8,Accelerating,No,Medium
2020,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Poland,POL,Europe & Central Asia,Armoured Vehicles,APC,Defensive,118.3,114,Bilateral Defence Pact,No,22,17715,6.8,7.1,No,No,Low,3.9,Declining,No,Low
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Iraq,IRQ,Middle East & North Africa,Armoured Vehicles,APC,Defensive,49.5,33,Direct Commercial Sale,No,41,4431,2.0,3.4,Yes,Yes,High,3.5,Stable,No,High
2024,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,51.8,104,Bilateral Defence Pact,No,7,3638,4.2,6.2,Yes,Yes,Low,1.3,Stable,No,High
2007,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Peru,PER,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,502.7,59,Foreign Military Sales,Yes,42,6154,4.6,6.2,No,No,Medium,0.8,Stable,No,Low
2011,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Norway,NOR,Europe & Central Asia,Helicopters,Utility Helicopter,Defensive,228.1,19,Foreign Military Sales,Yes,34,73779,9.0,9.7,No,No,High,1.4,Declining,No,Low
2022,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Egypt,EGY,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,259.0,55,Offset Agreement,Yes,39,3643,4.1,2.9,Yes,No,Low,1.2,Stable,No,High
2007,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,98.0,45,Government-to-Government,No,41,3652,4.0,6.0,Yes,Yes,Low,1.0,Stable,No,High
2017,South Korea,KOR,East Asia & Pacific,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,145.6,9,Foreign Military Sales,Yes,22,7596,5.1,4.7,No,No,Low,1.5,Stable,No,Low
2024,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Singapore,SGP,East Asia & Pacific,Armoured Vehicles,APC,Defensive,38.3,72,Bilateral Defence Pact,No,42,67263,8.9,6.2,No,No,Low,3.2,Accelerating,No,Low
2006,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Morocco,MAR,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,209.7,24,Foreign Military Sales,Yes,45,3233,4.4,3.9,No,Yes,Medium,2.9,Declining,No,Low
2019,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Armoured Vehicles,APC,Defensive,201.4,47,Foreign Military Sales,No,23,2384,5.0,6.5,Yes,Yes,Low,2.3,Accelerating,No,High
2014,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Morocco,MAR,Middle East & North Africa,Combat Aircraft,UAV/Drone,Offensive,1350.0,14,Direct Commercial Sale,No,44,3680,4.6,3.8,No,Yes,Medium,3.3,Stable,No,Medium
2005,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Greece,GRC,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,453.3,10,Foreign Military Sales,No,6,21600,6.3,7.5,No,Yes,Low,3.7,Stable,No,Medium
2017,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Greece,GRC,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,314.1,10,Foreign Military Sales,Yes,12,20303,6.4,7.3,No,Yes,Low,3.9,Stable,No,Low
2017,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Australia,AUS,East Asia & Pacific,Naval Vessels,Corvette,Offensive,446.3,6,Direct Commercial Sale,No,8,56577,8.0,8.7,No,No,Medium,2.3,Stable,No,Low
2023,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Armoured Vehicles,APC,Defensive,41.8,70,Offset Agreement,Yes,34,2576,4.7,6.8,Yes,Yes,Low,2.4,Declining,No,Medium
2022,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Sensors & Electronics,C4ISR Package,Defensive,70.3,21,Foreign Military Sales,No,20,2463,4.5,6.8,Yes,Yes,Low,2.3,Declining,No,Medium
2012,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Morocco,MAR,Middle East & North Africa,Armoured Vehicles,APC,Defensive,43.6,90,Government-to-Government,No,43,3220,4.7,3.9,No,Yes,Medium,2.9,Stable,No,Medium
2008,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Artillery & Ammunition,Guided Munitions,Offensive,58.3,33,Government-to-Government,Yes,42,7231,5.2,4.4,No,No,Low,1.2,Stable,No,Low
2024,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Brazil,BRA,Latin America & Caribbean,Sensors & Electronics,C4ISR Package,Defensive,146.6,13,Foreign Military Sales,No,37,8437,5.4,6.7,No,No,Medium,1.5,Stable,No,Low
2021,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,101.7,5,Government-to-Government,No,9,2547,4.6,6.4,Yes,Yes,Low,2.7,Stable,No,Medium
2008,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Chile,CHL,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,620.2,43,Bilateral Defence Pact,Yes,47,15656,6.8,7.9,No,No,Medium,2.0,Stable,No,Low
2021,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Romania,ROU,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,26.0,27,Direct Commercial Sale,No,35,14993,5.8,6.6,No,No,Low,2.5,Accelerating,No,Low
2014,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,102.5,57,Bilateral Defence Pact,Yes,9,32799,7.5,7.9,No,Yes,Low,2.7,Stable,No,Low
2020,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,35.8,11,Bilateral Defence Pact,No,22,3276,4.4,6.1,Yes,Yes,Low,1.3,Accelerating,No,Medium
2022,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Morocco,MAR,Middle East & North Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,746.9,47,Direct Commercial Sale,Yes,8,3722,4.3,3.7,No,Yes,Medium,3.0,Stable,No,Medium
2012,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Colombia,COL,Latin America & Caribbean,Naval Vessels,Frigate,Offensive,415.4,22,Bilateral Defence Pact,No,27,6278,3.8,5.8,Yes,No,Medium,3.5,Stable,No,Medium
2011,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Kazakhstan,KAZ,Europe & Central Asia,Missiles & Air Defence,Cruise Missile,Offensive,70.3,43,Foreign Military Sales,No,27,9137,5.0,3.0,No,No,High,1.2,Declining,No,Low
2009,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Sensors & Electronics,Targeting Pod,Offensive,30.9,19,Foreign Military Sales,No,34,2465,5.1,6.6,Yes,Yes,Low,2.4,Stable,No,Medium
2017,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,102.0,14,Foreign Military Sales,No,20,3528,4.3,6.2,Yes,Yes,Low,1.0,Stable,No,High
2021,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Colombia,COL,Latin America & Caribbean,Artillery & Ammunition,Guided Munitions,Offensive,91.3,30,Foreign Military Sales,No,36,6054,4.0,5.9,Yes,No,Medium,3.1,Accelerating,No,Medium
2008,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Helicopters,Transport Helicopter,Defensive,219.9,7,Government-to-Government,Yes,42,7226,4.7,4.7,No,No,Low,1.4,Declining,No,Low
2021,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Thailand,THA,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,64.0,6,Government-to-Government,No,28,7759,5.0,4.5,No,No,Low,1.5,Declining,No,Low
2015,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Romania,ROU,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,155.4,51,Direct Commercial Sale,Yes,44,13002,5.8,6.5,No,No,Low,2.2,Stable,No,Low
2010,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Vietnam,VNM,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,57.9,22,Government-to-Government,No,30,3883,5.7,3.1,No,Yes,Low,2.2,Accelerating,No,Medium
2023,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Greece,GRC,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,235.1,117,Foreign Military Sales,Yes,11,18504,6.5,7.5,No,Yes,Low,3.6,Declining,No,Low
2020,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,South Korea,KOR,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,52.7,7,Multilateral Programme,No,20,29767,7.8,8.0,No,Yes,Low,2.8,Stable,No,Low
2005,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,South Korea,KOR,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,611.7,13,Foreign Military Sales,Yes,35,32943,7.5,8.1,No,Yes,Low,2.6,Stable,No,Low
2024,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,174.5,4,Government-to-Government,Yes,21,2480,5.1,6.6,Yes,Yes,Low,2.1,Stable,No,Medium
2015,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Greece,GRC,Europe & Central Asia,Sensors & Electronics,Targeting Pod,Offensive,63.1,1,Direct Commercial Sale,No,20,21292,6.4,7.3,No,Yes,Low,4.0,Stable,No,Low
2019,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Romania,ROU,Europe & Central Asia,Helicopters,Naval Helicopter,Defensive,137.6,11,Multilateral Programme,Yes,19,14588,5.9,6.6,No,No,Low,2.3,Stable,No,Low
2008,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Helicopters,Naval Helicopter,Defensive,134.9,17,Foreign Military Sales,Yes,31,2532,4.5,6.7,Yes,Yes,Low,2.2,Accelerating,No,High
2010,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Small Arms & Light Weapons,Sniper System,Offensive,7.9,382,Foreign Military Sales,No,45,2536,5.0,6.7,Yes,Yes,Low,2.7,Stable,No,High
2012,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Greece,GRC,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,701.7,7,Bilateral Defence Pact,Yes,32,20568,6.5,7.2,No,Yes,Low,3.5,Accelerating,No,Low
2005,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Philippines,PHL,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,135.1,13,Direct Commercial Sale,Yes,32,3757,3.9,6.2,Yes,Yes,Low,1.0,Accelerating,No,High
2008,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Kazakhstan,KAZ,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,37.7,42,Government-to-Government,No,43,9940,4.5,3.1,No,No,High,1.1,Declining,No,Low
2016,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,6.1,469,Multilateral Programme,No,30,2623,5.0,6.6,Yes,Yes,Low,2.1,Accelerating,No,High
2006,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Missiles & Air Defence,Cruise Missile,Offensive,326.6,54,Direct Commercial Sale,No,22,2650,4.8,6.7,Yes,Yes,Low,2.3,Accelerating,No,High
2018,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Australia,AUS,East Asia & Pacific,Naval Vessels,Submarine,Offensive,49.8,11,Offset Agreement,No,26,56596,8.5,8.7,No,No,Medium,2.2,Accelerating,No,Medium
2018,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Sensors & Electronics,Radar System,Defensive,36.0,4,Direct Commercial Sale,No,18,2680,4.9,6.5,Yes,Yes,Low,2.3,Stable,No,High
2005,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Singapore,SGP,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,321.5,8,Foreign Military Sales,Yes,41,64280,9.3,6.0,No,No,Low,3.0,Stable,No,Low
2013,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Helicopters,Transport Helicopter,Defensive,127.6,12,Government-to-Government,No,12,2590,4.7,6.7,Yes,Yes,Low,2.5,Stable,No,Medium
2014,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Armoured Vehicles,MRAP,Defensive,28.2,13,Government-to-Government,No,33,2436,4.7,6.4,Yes,Yes,Low,2.2,Accelerating,No,Medium
2015,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,India,IND,South Asia,Missiles & Air Defence,SAM System,Defensive,118.7,70,Foreign Military Sales,No,23,2693,5.0,6.5,Yes,Yes,Low,2.3,Accelerating,No,Medium
2019,Israel,ISR,Middle East & North Africa,Non-NATO Ally,No,Kazakhstan,KAZ,Europe & Central Asia,Sensors & Electronics,C4ISR Package,Defensive,25.7,27,Government-to-Government,No,29,9018,5.0,3.1,No,No,High,1.4,Declining,No,Low
